CustomerID,Recency,Frequency,Monetary,Cluster
12536.0,59,230,3659.97,Cluster #2
12538.0,29,16,258.75,Cluster #0
12539.0,22,233,4141.6,Cluster #2
12540.0,20,383,7967.64,Cluster #2
12541.0,30,45,721.38,Cluster #0
12544.0,36,17,284.9,Cluster #0
12545.0,75,40,698.8,Cluster #0
12546.0,47,64,969.58,Cluster #0
12547.0,198,6,151.79999999999998,Cluster #1
12548.0,166,4,67.19999999999999,Cluster #1
12550.0,79,52,748.88,Cluster #0
12551.0,358,10,168.0,Cluster #1
12552.0,40,9,165.47,Cluster #1
12553.0,8,170,2933.7,Cluster #2
12556.0,50,111,513.66,Cluster #0
12558.0,8,10,195.08,Cluster #0
12559.0,320,16,301.41,Cluster #1
12560.0,5,96,1746.16,Cluster #2
12561.0,303,14,207.05,Cluster #1
12562.0,8,149,2701.7400000000002,Cluster #2
12564.0,261,17,336.15,Cluster #1
12565.0,289,9,145.92,Cluster #1
12566.0,86,14,222.13,Cluster #1
12567.0,23,384,6673.58,Cluster #2
12569.0,2,137,2704.69,Cluster #2
12571.0,40,32,489.37,Cluster #0
12572.0,9,49,650.87,Cluster #0
12573.0,227,27,150.59,Cluster #1
12574.0,316,9,162.55,Cluster #1
12576.0,36,83,1225.31,Cluster #0
12577.0,35,142,570.65,Cluster #0
12578.0,21,106,2242.96,Cluster #2
12579.0,78,24,329.12,Cluster #0
12580.0,247,23,379.7,Cluster #1
12581.0,40,13,169.76,Cluster #1
12582.0,239,18,313.92,Cluster #1
12583.0,3,203,5267.89,Cluster #2
12584.0,4,48,1100.6000000000001,Cluster #2
12585.0,234,72,1212.95,Cluster #0
12586.0,17,10,186.54000000000002,Cluster #1
12587.0,8,3,104.0,Cluster #1
12588.0,39,5,79.65,Cluster #1
12589.0,29,26,417.28,Cluster #0
12590.0,211,12,877.26,Cluster #0
12591.0,317,22,323.1,Cluster #1
12592.0,92,14,350.6,Cluster #1
12593.0,109,20,382.09999999999997,Cluster #0
12594.0,47,104,2743.43,Cluster #2
12596.0,51,18,288.27,Cluster #0
12597.0,19,165,2544.07,Cluster #2
12598.0,10,105,2103.43,Cluster #2
12599.0,29,52,764.38,Cluster #0
12600.0,29,51,1996.22,Cluster #0
12601.0,190,21,371.51,Cluster #1
12602.0,59,11,129.22,Cluster #1
12603.0,22,1,1.0,Cluster #1
12604.0,79,15,236.18,Cluster #1
12607.0,60,96,1490.26,Cluster #0
12609.0,78,50,846.11,Cluster #0
12610.0,23,85,1479.6399999999999,Cluster #2
12611.0,52,59,924.52,Cluster #0
12612.0,74,17,654.0,Cluster #0
12613.0,57,143,2886.4,Cluster #2
12614.0,278,14,218.15,Cluster #1
12615.0,2,86,1552.99,Cluster #2
12616.0,95,25,386.79999999999995,Cluster #0
12617.0,29,39,333.08,Cluster #0
12618.0,22,9,121.41,Cluster #1
12619.0,16,46,681.02,Cluster #0
12620.0,15,80,1100.1399999999999,Cluster #2
12621.0,2,389,7699.9800000000005,Cluster #2
12622.0,232,8,123.85,Cluster #1
12623.0,276,17,269.1,Cluster #1
12624.0,106,31,492.78,Cluster #0
12625.0,212,74,1625.82,Cluster #0
12626.0,23,265,4945.49,Cluster #2
12627.0,11,202,3675.3,Cluster #2
12628.0,4,36,665.46,Cluster #2
12630.0,10,55,905.08,Cluster #2
12631.0,57,25,396.0,Cluster #0
12633.0,59,88,1379.94,Cluster #0
12635.0,90,90,1357.69,Cluster #0
12637.0,67,351,5056.84,Cluster #2
12638.0,33,37,498.25,Cluster #0
12639.0,239,18,325.3,Cluster #1
12640.0,24,36,609.53,Cluster #0
12641.0,115,8,128.9,Cluster #1
12642.0,25,39,743.77,Cluster #0
12643.0,221,3,73.28,Cluster #1
12644.0,130,27,417.12,Cluster #0
12645.0,34,64,1406.18,Cluster #0
12646.0,5,34,838.16,Cluster #2
12647.0,22,87,1843.87,Cluster #2
12648.0,155,19,255.3,Cluster #1
12649.0,107,23,513.0500000000001,Cluster #0
12650.0,3,19,242.44000000000003,Cluster #0
12651.0,335,9,114.0,Cluster #1
12652.0,331,44,732.28,Cluster #0
12653.0,149,30,752.81,Cluster #0
12654.0,11,32,499.33,Cluster #0
12656.0,17,86,1873.35,Cluster #2
12657.0,11,29,623.0,Cluster #0
12658.0,19,29,535.4,Cluster #0
12659.0,30,3,45.6,Cluster #1
12660.0,11,11,203.7,Cluster #0
12662.0,1,208,3289.4300000000003,Cluster #2
12664.0,59,10,406.8,Cluster #1
12665.0,325,2,45.0,Cluster #1
12667.0,58,29,410.23,Cluster #0
12668.0,12,138,2666.0,Cluster #2
12669.0,151,91,1319.92,Cluster #0
12670.0,10,76,2087.47,Cluster #2
12672.0,330,8,162.29999999999998,Cluster #1
12673.0,5,36,504.62,Cluster #0
12674.0,39,67,1289.54,Cluster #0
12676.0,25,38,1031.39,Cluster #0
12678.0,43,41,1359.8,Cluster #0
12679.0,284,38,639.86,Cluster #0
12680.0,1,46,736.97,Cluster #2
12681.0,15,529,9584.4,Cluster #2
12682.0,4,440,8429.54,Cluster #2
12683.0,4,292,5146.41,Cluster #2
12684.0,8,89,1646.19,Cluster #2
12685.0,28,145,2437.65,Cluster #2
12686.0,372,6,71.14,Cluster #1
12688.0,114,129,2770.04,Cluster #0
12689.0,26,66,1020.21,Cluster #0
12690.0,206,13,265.11,Cluster #1
12691.0,58,24,678.2,Cluster #0
12693.0,127,28,476.51,Cluster #0
12694.0,70,27,447.62,Cluster #0
12695.0,7,17,342.56,Cluster #0
12697.0,29,36,676.71,Cluster #0
12700.0,8,239,3888.64,Cluster #2
12701.0,80,46,652.45,Cluster #0
12702.0,20,11,201.0,Cluster #1
12703.0,71,20,265.55,Cluster #1
12704.0,7,65,1180.98,Cluster #2
12705.0,15,287,5154.4,Cluster #2
12707.0,292,29,417.52000000000004,Cluster #0
12708.0,30,128,2117.96,Cluster #2
12709.0,15,143,4585.32,Cluster #2
12710.0,97,69,909.8199999999999,Cluster #0
12712.0,29,88,2586.98,Cluster #2
12713.0,1,36,722.85,Cluster #2
12714.0,9,234,3621.0299999999997,Cluster #2
12715.0,106,19,263.36,Cluster #1
12716.0,4,63,912.91,Cluster #2
12717.0,151,51,774.03,Cluster #0
12718.0,71,17,182.35,Cluster #1
12719.0,5,34,498.55,Cluster #0
12720.0,3,308,4424.39,Cluster #2
12721.0,32,139,2108.19,Cluster #2
12722.0,115,44,726.1,Cluster #0
12723.0,4,62,580.33,Cluster #2
12724.0,5,49,923.41,Cluster #2
12725.0,371,23,371.8,Cluster #1
12726.0,28,88,1550.1,Cluster #2
12727.0,11,115,2461.52,Cluster #2
12728.0,71,34,565.33,Cluster #0
12729.0,114,22,360.71000000000004,Cluster #0
12731.0,24,173,7116.69,Cluster #2
12732.0,180,10,178.26000000000002,Cluster #1
12733.0,234,20,276.85,Cluster #1
12734.0,353,4,110.39999999999999,Cluster #1
12735.0,315,27,375.07,Cluster #1
12736.0,333,2,93.6,Cluster #1
12738.0,372,8,110.4,Cluster #1
12739.0,99,31,516.0,Cluster #0
12740.0,64,24,344.8,Cluster #0
12743.0,134,120,418.93,Cluster #0
12744.0,56,151,4774.93,Cluster #2
12747.0,2,78,2640.41,Cluster #2
12748.0,1,4047,20519.88,Cluster #2
12749.0,4,147,2737.73,Cluster #2
12750.0,129,10,184.98,Cluster #1
12752.0,81,18,854.12,Cluster #0
12753.0,23,25,1988.77,Cluster #0
12754.0,277,49,61.62,Cluster #1
12755.0,281,2,7.6,Cluster #1
12756.0,87,3,50.879999999999995,Cluster #1
12757.0,16,338,3181.5,Cluster #2
12758.0,117,67,1468.59,Cluster #0
12759.0,52,85,1279.09,Cluster #0
12762.0,8,60,1211.3,Cluster #2
12763.0,369,16,320.08,Cluster #1
12764.0,317,33,952.88,Cluster #0
12766.0,4,278,5713.12,Cluster #2
12769.0,239,25,869.4,Cluster #0
12772.0,60,45,615.3199999999999,Cluster #0
12775.0,17,47,952.14,Cluster #0
12778.0,20,35,492.49,Cluster #0
12779.0,38,105,2523.53,Cluster #2
12781.0,64,18,594.54,Cluster #0
12782.0,5,93,1811.47,Cluster #2
12783.0,2,62,1011.3000000000001,Cluster #2
12784.0,15,54,455.46999999999997,Cluster #0
12785.0,364,12,239.0,Cluster #1
12787.0,10,16,356.26,Cluster #0
12790.0,192,16,199.42000000000002,Cluster #1
12792.0,257,23,329.59,Cluster #1
12793.0,335,21,395.48,Cluster #1
12794.0,53,43,795.51,Cluster #0
12795.0,19,8,144.63,Cluster #1
12797.0,366,11,206.13,Cluster #1
12802.0,187,24,397.58,Cluster #0
12808.0,37,26,445.7,Cluster #0
12809.0,178,21,343.41,Cluster #1
12811.0,262,27,416.55,Cluster #0
12812.0,45,15,229.64000000000001,Cluster #1
12815.0,148,38,687.66,Cluster #0
12816.0,96,17,265.90000000000003,Cluster #1
12817.0,281,3,126.03999999999999,Cluster #1
12818.0,262,7,267.6,Cluster #1
12820.0,3,58,923.62,Cluster #2
12821.0,214,5,75.72,Cluster #1
12822.0,71,41,743.28,Cluster #0
12824.0,60,22,316.42,Cluster #0
12826.0,3,90,1460.8,Cluster #2
12827.0,6,25,430.15000000000003,Cluster #0
12828.0,3,54,961.96,Cluster #2
12829.0,337,2,28.5,Cluster #1
12831.0,262,6,124.75,Cluster #1
12832.0,32,26,366.53,Cluster #0
12833.0,145,17,307.03000000000003,Cluster #1
12834.0,283,11,201.08,Cluster #1
12836.0,59,136,1620.1200000000001,Cluster #0
12837.0,173,7,58.75,Cluster #1
12838.0,34,114,575.3000000000001,Cluster #0
12839.0,3,295,5115.12,Cluster #2
12840.0,144,113,2726.77,Cluster #0
12841.0,5,382,3308.77,Cluster #2
12842.0,70,27,582.3100000000001,Cluster #0
12843.0,160,89,1395.69,Cluster #0
12844.0,29,52,325.96000000000004,Cluster #0
12845.0,269,23,54.79,Cluster #1
12847.0,22,73,640.24,Cluster #0
12849.0,31,40,737.14,Cluster #0
12851.0,97,45,104.91,Cluster #1
12852.0,295,15,264.15000000000003,Cluster #1
12853.0,135,59,1227.2,Cluster #0
12854.0,79,101,1056.4,Cluster #0
12855.0,373,3,38.1,Cluster #1
12856.0,8,297,1960.03,Cluster #2
12857.0,211,39,831.15,Cluster #0
12863.0,52,3,109.2,Cluster #1
12864.0,138,1,10.2,Cluster #1
12865.0,26,86,1355.82,Cluster #2
12866.0,283,20,344.92,Cluster #1
12867.0,26,519,3637.29,Cluster #2
12868.0,186,103,1534.71,Cluster #0
12871.0,84,8,120.53999999999999,Cluster #1
12872.0,327,62,507.12,Cluster #0
12876.0,58,62,1100.82,Cluster #0
12877.0,4,146,1413.31,Cluster #2
12878.0,236,46,839.09,Cluster #0
12879.0,45,6,220.66,Cluster #1
12881.0,276,4,69.0,Cluster #1
12882.0,9,10,995.4,Cluster #0
12883.0,25,31,527.87,Cluster #0
12884.0,88,5,107.25,Cluster #1
12885.0,63,60,977.22,Cluster #0
12886.0,68,64,1059.3600000000001,Cluster #0
12888.0,214,3,187.92000000000002,Cluster #1
12890.0,24,77,361.63,Cluster #0
12893.0,31,31,176.55,Cluster #0
12895.0,42,20,335.05,Cluster #0
12897.0,205,2,100.50000000000001,Cluster #1
12901.0,10,52,1162.35,Cluster #2
12902.0,265,7,87.78,Cluster #1
12904.0,18,62,338.21,Cluster #0
12906.0,12,40,1108.02,Cluster #0
12909.0,40,65,1022.43,Cluster #0
12910.0,23,59,2297.02,Cluster #2
12912.0,8,15,735.66,Cluster #0
12913.0,5,31,1088.45,Cluster #2
12915.0,149,11,201.05,Cluster #1
12916.0,139,81,1785.8,Cluster #0
12919.0,8,46,1159.21,Cluster #2
12920.0,17,23,106.89,Cluster #0
12921.0,9,651,13030.37,Cluster #2
12922.0,161,26,377.3,Cluster #0
12923.0,64,27,152.92,Cluster #1
12924.0,88,25,644.2,Cluster #0
12925.0,5,41,636.13,Cluster #2
12928.0,35,79,1739.74,Cluster #0
12929.0,312,5,70.95,Cluster #1
12930.0,78,23,389.61,Cluster #0
12931.0,67,3,48.160000000000004,Cluster #1
12933.0,24,97,465.47,Cluster #0
12935.0,2,114,1851.55,Cluster #2
12936.0,17,60,911.9,Cluster #0
12937.0,15,114,1233.1200000000001,Cluster #2
12938.0,26,8,100.22,Cluster #1
12939.0,335,1,81.36,Cluster #1
12940.0,55,75,515.62,Cluster #0
12942.0,131,60,496.7,Cluster #0
12944.0,36,27,519.81,Cluster #0
12945.0,288,15,264.25,Cluster #1
12947.0,144,85,1269.59,Cluster #0
12948.0,16,107,1892.3600000000001,Cluster #2
12949.0,31,193,3639.92,Cluster #2
12950.0,8,11,284.2,Cluster #0
12951.0,9,60,979.12,Cluster #2
12952.0,6,63,1058.26,Cluster #2
12953.0,10,10,192.45000000000002,Cluster #0
12955.0,1,148,3260.2599999999998,Cluster #2
12956.0,306,16,74.67,Cluster #1
12957.0,10,214,3547.04,Cluster #2
12962.0,7,15,240.89000000000001,Cluster #0
12963.0,8,86,1664.06,Cluster #2
12965.0,89,94,595.61,Cluster #0
12966.0,10,9,147.68,Cluster #1
12967.0,358,9,452.2,Cluster #1
12968.0,112,4,126.0,Cluster #1
12970.0,7,122,310.05,Cluster #2
12971.0,4,215,5357.93,Cluster #2
12974.0,198,4,77.15,Cluster #1
12976.0,212,19,303.6,Cluster #1
12977.0,156,7,10.74,Cluster #1
12981.0,30,20,372.21999999999997,Cluster #0
12982.0,243,27,376.5,Cluster #1
12984.0,19,4,97.5,Cluster #1
12985.0,1,64,1033.52,Cluster #2
12987.0,74,21,392.45,Cluster #0
12988.0,292,68,301.17,Cluster #0
12989.0,3,41,1277.23,Cluster #2
12990.0,31,12,351.0,Cluster #0
12991.0,23,30,461.26,Cluster #0
12993.0,23,27,414.76,Cluster #0
12994.0,4,49,782.52,Cluster #2
12997.0,22,51,880.09,Cluster #0
12999.0,205,23,273.78,Cluster #1
13000.0,260,25,382.16,Cluster #1
13001.0,4,300,5060.35,Cluster #2
13002.0,318,6,110.99999999999999,Cluster #1
13003.0,151,5,89.05000000000001,Cluster #1
13004.0,12,375,5139.96,Cluster #2
13005.0,174,19,323.3,Cluster #1
13006.0,56,2,11.52,Cluster #1
13008.0,323,14,229.46999999999997,Cluster #1
13011.0,372,3,50.550000000000004,Cluster #1
13012.0,9,76,1416.15,Cluster #2
13013.0,1,201,4146.400000000001,Cluster #2
13014.0,11,73,1499.03,Cluster #2
13015.0,53,153,2642.29,Cluster #2
13016.0,73,43,709.34,Cluster #0
13018.0,16,423,6530.12,Cluster #2
13021.0,4,99,1855.96,Cluster #2
13023.0,64,29,439.86,Cluster #0
13026.0,1,20,341.88,Cluster #2
13028.0,23,43,613.4399999999999,Cluster #0
13029.0,31,7,116.5,Cluster #1
13030.0,11,81,514.84,Cluster #0
13032.0,52,59,735.93,Cluster #0
13033.0,357,11,190.55,Cluster #1
13034.0,55,36,627.82,Cluster #0
13035.0,74,17,349.20000000000005,Cluster #0
13037.0,138,36,693.37,Cluster #0
13038.0,80,27,891.46,Cluster #0
13040.0,9,43,676.99,Cluster #0
13043.0,273,5,139.7,Cluster #1
13044.0,291,28,391.72,Cluster #1
13045.0,99,18,305.28000000000003,Cluster #1
13046.0,31,27,419.11,Cluster #0
13047.0,32,149,2646.26,Cluster #2
13048.0,14,133,1793.91,Cluster #2
13049.0,64,11,433.68,Cluster #1
13050.0,15,350,4707.73,Cluster #2
13052.0,212,10,197.65,Cluster #1
13055.0,78,71,1104.06,Cluster #0
13058.0,25,7,261.45000000000005,Cluster #1
13059.0,250,6,85.65,Cluster #1
13060.0,254,11,243.93,Cluster #1
13061.0,72,8,200.31,Cluster #1
13062.0,191,4,65.69999999999999,Cluster #1
13064.0,13,58,879.22,Cluster #0
13065.0,373,9,138.41,Cluster #1
13066.0,24,43,372.75,Cluster #0
13067.0,82,13,91.61,Cluster #1
13069.0,1,390,3445.14,Cluster #2
13070.0,192,9,228.8,Cluster #1
13072.0,267,7,177.15,Cluster #1
13075.0,130,16,477.21,Cluster #0
13077.0,1,103,637.21,Cluster #2
13078.0,3,270,7392.89,Cluster #2
13079.0,4,6,220.10000000000002,Cluster #0
13080.0,179,6,58.08,Cluster #1
13081.0,12,849,17925.53,Cluster #2
13082.0,126,54,1177.36,Cluster #0
13083.0,4,15,235.8,Cluster #0
13085.0,158,14,217.68,Cluster #1
13089.0,4,1508,36347.88,Cluster #2
13090.0,9,116,3737.11,Cluster #2
13091.0,28,15,281.08,Cluster #0
13092.0,71,15,266.61,Cluster #1
13093.0,276,109,3429.4700000000003,Cluster #0
13094.0,206,2,106.2,Cluster #1
13095.0,71,5,60.48,Cluster #1
13097.0,33,340,4084.6800000000003,Cluster #2
13098.0,1,357,9869.38,Cluster #2
13101.0,234,6,65.5,Cluster #1
13102.0,1,255,4998.69,Cluster #2
13103.0,40,6,141.94,Cluster #1
13104.0,3,16,570.48,Cluster #0
13106.0,133,1,76.5,Cluster #1
13107.0,44,49,1092.0,Cluster #0
13108.0,373,5,95.3,Cluster #1
13109.0,60,45,763.2,Cluster #0
13110.0,31,104,971.22,Cluster #0
13113.0,1,151,3286.14,Cluster #2
13115.0,12,113,2029.06,Cluster #2
13116.0,138,21,291.29,Cluster #1
13117.0,22,69,840.7,Cluster #0
13118.0,20,73,1125.96,Cluster #2
13120.0,239,1,30.599999999999998,Cluster #1
13121.0,269,48,260.36,Cluster #0
13122.0,240,50,821.1,Cluster #0
13124.0,90,195,2850.53,Cluster #2
13126.0,5,122,1783.57,Cluster #2
13127.0,78,15,259.17,Cluster #1
13130.0,94,2,64.0,Cluster #1
13131.0,23,36,604.3,Cluster #0
13132.0,262,2,60.3,Cluster #1
13133.0,274,5,79.95,Cluster #1
13134.0,86,80,1392.14,Cluster #0
13136.0,56,121,2408.51,Cluster #2
13137.0,11,678,3506.77,Cluster #2
13138.0,22,62,946.49,Cluster #0
13139.0,16,110,2473.04,Cluster #2
13140.0,108,42,348.67,Cluster #0
13141.0,85,129,2260.53,Cluster #0
13142.0,19,19,215.92,Cluster #0
13144.0,333,2,47.2,Cluster #1
13145.0,40,4,297.6,Cluster #1
13146.0,26,17,228.91,Cluster #0
13147.0,43,2,237.60000000000002,Cluster #1
13148.0,29,260,2685.36,Cluster #2
13149.0,14,68,1210.68,Cluster #2
13151.0,296,52,773.27,Cluster #0
13153.0,6,8,140.46,Cluster #1
13155.0,33,78,843.0600000000001,Cluster #0
13157.0,49,77,1447.98,Cluster #0
13158.0,95,78,1193.5,Cluster #0
13159.0,9,106,1215.79,Cluster #2
13160.0,22,3,75.89999999999999,Cluster #1
13161.0,313,6,95.75,Cluster #1
13162.0,122,62,1156.15,Cluster #0
13165.0,46,26,349.28,Cluster #0
13166.0,283,38,349.6,Cluster #0
13167.0,19,50,482.15999999999997,Cluster #0
13168.0,36,111,1097.29,Cluster #0
13169.0,64,9,355.1,Cluster #1
13170.0,27,29,101.97,Cluster #1
13171.0,22,39,261.51,Cluster #0
13173.0,4,42,340.21,Cluster #0
13174.0,16,250,1998.53,Cluster #2
13176.0,46,59,337.43,Cluster #0
13177.0,65,17,282.45,Cluster #1
13178.0,26,241,4569.75,Cluster #2
13182.0,45,11,121.18,Cluster #1
13183.0,8,62,1126.63,Cluster #2
13184.0,15,166,1396.77,Cluster #2
13185.0,268,1,71.4,Cluster #1
13186.0,40,68,1362.02,Cluster #0
13187.0,337,30,154.02,Cluster #1
13188.0,11,1,99.60000000000001,Cluster #1
13189.0,19,21,167.28,Cluster #0
13192.0,95,60,859.14,Cluster #0
13193.0,61,24,95.13,Cluster #1
13194.0,136,3,60.7,Cluster #1
13196.0,11,107,1704.03,Cluster #2
13198.0,10,212,3181.55,Cluster #2
13199.0,8,53,2420.0,Cluster #2
13200.0,22,39,607.27,Cluster #0
13203.0,10,53,798.68,Cluster #2
13207.0,15,8,250.26000000000002,Cluster #1
13208.0,59,137,1069.55,Cluster #0
13209.0,30,283,4798.16,Cluster #2
13210.0,94,20,293.0,Cluster #1
13211.0,10,51,483.42,Cluster #0
13212.0,20,119,527.48,Cluster #0
13213.0,57,72,1197.28,Cluster #0
13216.0,268,1,10.5,Cluster #1
13217.0,122,1,52.02,Cluster #1
13218.0,127,4,56.76,Cluster #1
13220.0,78,17,506.04,Cluster #0
13221.0,240,51,570.71,Cluster #0
13223.0,200,4,62.4,Cluster #1
13224.0,60,96,1807.92,Cluster #0
13226.0,273,14,85.51,Cluster #1
13227.0,202,9,257.7,Cluster #1
13229.0,226,8,123.15,Cluster #1
13230.0,4,547,2036.45,Cluster #2
13232.0,13,177,969.91,Cluster #2
13233.0,74,33,477.2,Cluster #0
13235.0,212,55,870.57,Cluster #0
13236.0,25,29,592.33,Cluster #0
13238.0,23,25,493.68,Cluster #0
13239.0,262,19,292.12,Cluster #1
13240.0,96,63,616.7,Cluster #0
13242.0,112,13,270.40000000000003,Cluster #1
13243.0,203,51,480.02000000000004,Cluster #0
13244.0,93,24,94.79,Cluster #1
13245.0,51,11,259.85,Cluster #1
13246.0,18,118,818.53,Cluster #2
13247.0,18,24,474.72,Cluster #0
13248.0,125,24,434.21,Cluster #0
13249.0,93,14,82.23,Cluster #1
13253.0,157,20,380.15999999999997,Cluster #1
13255.0,9,8,198.46,Cluster #1
13258.0,12,30,483.73,Cluster #0
13259.0,62,79,249.18,Cluster #0
13260.0,61,4,82.32000000000001,Cluster #1
13261.0,269,6,670.5,Cluster #1
13262.0,263,9,132.29,Cluster #1
13263.0,1,1614,6705.86,Cluster #2
13265.0,53,70,1232.52,Cluster #0
